Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total
2023,BUS,cs85,18/11/2023 3:00,Riyadh,21/11/2023 3:00,0,7037,1500,8537
2022,MAZDA,CX 5,20/11/2023 3:00,Riyadh,21/11/2023 3:00,0,3518,2300,5818
2021,LEXUS,ES,15/11/2023 3:00,Riyadh,21/11/2023 3:00,0,13993,9000,22993
2023,TOYOTA,HILUX,20/11/2023 3:00,Riyadh,21/11/2023 3:00,0,7870,1700,9570
2023,SUZUKI,MINI VAN,07/11/2023 3:00,Riyadh,21/11/2023 3:00,0,678,2000,2678
2020,KIA,RIO,19/11/2023 3:00,Riyadh,21/11/2023 3:00,0,4417,600,5017
2023,NISSAN,SUNNY,05/11/2023 3:00,Riyadh,21/11/2023 3:00,0,1474,2197,3671
2023,Jetour,X70 Plus,19/11/2023 3:00,Riyadh,21/11/2023 3:00,0,10531,1600,12131
2023,TOYOTA,YARIS,19/11/2023 3:00,Riyadh,21/11/2023 3:00,500,3324,3500,7324
2023,TOYOTA,CAMRY,21/11/2023 3:00,Riyadh,22/11/2023 3:00,0,14016,2500,16516
2020,MAZDA,CX 9,19/11/2023 3:00,Riyadh,22/11/2023 3:00,0,2698,1800,4498
2023,SUZUKI,Dzire,20/11/2023 3:00,Riyadh,22/11/2023 3:00,0,2200,1222,3422
2022,HYUNDAI,ELANTRA,19/11/2023 3:00,Riyadh,22/11/2023 3:00,304,3813,1243,5360
2021,HAVAL,H6,19/11/2023 3:00,Riyadh,22/11/2023 3:00,0,5871,5500,11371
2019,HYUNDAI,SONATA,19/11/2023 3:00,Riyadh,22/11/2023 3:00,0,9531,2000,11531
2023,FORD,TAURUS,11/11/2023 3:00,Riyadh,22/11/2023 3:00,0,10931,5000,15931
2022,NISSAN,URVAN-VAN,21/11/2023 3:00,Riyadh,22/11/2023 3:00,0,709,2800,3509
2021,BMW,X4 -28i,20/11/2023 3:00,Riyadh,22/11/2023 3:00,1200,16485,10000,27685
2021,BUS,CS 75,20/11/2023 3:00,Riyadh,23/11/2023 3:00,0,11236,4500,15736
2022,RENAULT,Dokker,22/11/2023 3:00,Riyadh,23/11/2023 3:00,0,11820,3000,14820
2022,TOYOTA,HIACE,22/11/2023 3:00,Riyadh,23/11/2023 3:00,1059,13141,3968,18168
2021,PORSCHE,PANAMERA,17/11/2023 3:00,Riyadh,23/11/2023 3:00,364,37517,1660,39541
2017,HYUNDAI,SONATA,19/11/2023 3:00,Riyadh,23/11/2023 3:00,0,8371,2057,10428
2023,TOYOTA,,21/11/2023 3:00,Riyadh,23/11/2023 3:00,0,2111,3000,5111
2019,HYUNDAI,ACCENT,21/11/2023 3:00,Riyadh,26/11/2023 3:00,0,5467,2300,7767
2020,TOYOTA,CAMRY,21/11/2023 3:00,Riyadh,26/11/2023 3:00,0,9939,2148,12087
2022,PORSCHE,CAYENNE,22/11/2023 3:00,Riyadh,26/11/2023 3:00,0,28057,10000,38057
2022,GEELY,COOLRAY,23/11/2023 3:00,Riyadh,26/11/2023 3:00,0,2424,1200,3624
2020,TOYOTA,COROLLA,20/11/2023 3:00,Riyadh,26/11/2023 3:00,0,4341,1600,5941
2023,HYUNDAI,Creta,22/11/2023 3:00,Riyadh,26/11/2023 3:00,174,1119,441,1734
2020,Changan,CS35,22/11/2023 3:00,Riyadh,26/11/2023 3:00,0,3729,1800,5529
2021,TOYOTA,FORTUNER,21/11/2023 3:00,Riyadh,26/11/2023 3:00,0,14406,5675,20081
2017,TOYOTA,FORTUNER,21/11/2023 3:00,Riyadh,26/11/2023 3:00,0,2329,1200,3529
2022,PORSCHE,MACAN TURBO,22/11/2023 3:00,Riyadh,26/11/2023 3:00,0,42497,4500,46997
2022,TOYOTA,PICKUP 2C,12/11/2023 3:00,Riyadh,26/11/2023 3:00,0,26387,3221,29608
2022,MERCEDES,S 450,23/11/2023 3:00,Riyadh,26/11/2023 3:00,0,48094,10506,58600
2022,HYUNDAI,TUCSON,23/11/2023 3:00,Riyadh,26/11/2023 3:00,163,457,330,950
2023,HYUNDAI,TUCSON,25/11/2023 3:00,Riyadh,26/11/2023 3:00,0,5909,1500,7409
2024,MAZDA,6 High Plus,26/11/2023 3:00,Riyadh,27/11/2023 3:00,0,5013,4500,9513
2020,TOYOTA,CAMRY,25/11/2023 3:00,Riyadh,27/11/2023 3:00,0,3289,1000,4289
2020,TOYOTA,CAMRY,26/11/2023 3:00,Riyadh,27/11/2023 3:00,0,3725,700,4425
2018,MAZDA,CX 9,26/11/2023 3:00,Riyadh,27/11/2023 3:00,0,2171,2100,4271
2020,Changan,EADO full option,25/11/2023 3:00,Riyadh,27/11/2023 3:00,662,3103,1128,4893
2020,HYUNDAI,ELANTRA,26/11/2023 3:00,Riyadh,27/11/2023 3:00,205,1318,280,1803
2022,TOYOTA,FORTUNER,26/11/2023 3:00,Riyadh,27/11/2023 3:00,527,6293,1393,8213
2019,HYUNDAI,SONATA,25/11/2023 3:00,Riyadh,27/11/2023 3:00,0,2614,2000,4614
2022,KIA,SPORTAGE,26/11/2023 3:00,Riyadh,27/11/2023 3:00,0,14729,6000,20729
2019,HYUNDAI,TUCSON,26/11/2023 3:00,Riyadh,27/11/2023 3:00,0,1666,2000,3666
2024,BUS,UNI-T,25/11/2023 3:00,Riyadh,27/11/2023 3:00,700,9231,636,10567
2022,TOYOTA,,23/11/2023 3:00,Riyadh,27/11/2023 3:00,3206,31397,8982,43585
2022,HYUNDAI,AZERA,27/11/2023 3:00,Riyadh,28/11/2023 3:00,350,1692,803,2845
2019,HYUNDAI,AZERA,27/11/2023 3:00,Riyadh,28/11/2023 3:00,0,6462,2000,8462
2021,TOYOTA,COROLLA,27/11/2023 3:00,Riyadh,28/11/2023 3:00,0,1688,2361,4049
2022,HYUNDAI,ELANTRA,27/11/2023 3:00,Riyadh,28/11/2023 3:00,0,9097,4537,13634
2022,HAVAL,H6,27/11/2023 3:00,Riyadh,28/11/2023 3:00,0,4447,3762,8209
2021,ANKAI,HK6700K,03/09/2023 3:00,Riyadh,28/11/2023 3:00,0,0,15000,15000
2022,HYUNDAI,SANTA FE,02/11/2023 3:00,Riyadh,28/11/2023 3:00,1063,12533,3996,17592
2017,HYUNDAI,SONATA,27/11/2023 3:00,Riyadh,28/11/2023 3:00,0,3150,1188,4338
2022,FORD,TAURUS,04/10/2023 3:00,Riyadh,28/11/2023 3:00,1000,5658,4000,10658
2023,BUS,UNI-K,02/10/2023 3:00,Riyadh,28/11/2023 3:00,0,984,1350,2334
2019,TOYOTA,CAMRY,28/11/2023 3:00,Riyadh,29/11/2023 3:00,0,254,3500,3754
2019,DODGE,CHARGER,28/11/2023 3:00,Riyadh,29/11/2023 3:00,0,7749,1032,8781
2021,HYUNDAI,Creta,27/11/2023 3:00,Riyadh,29/11/2023 3:00,0,4442,2400,6842
2019,HYUNDAI,ELANTRA,28/11/2023 3:00,Riyadh,29/11/2023 3:00,519,4792,612,5923
2020,HYUNDAI,ELANTRA,27/11/2023 3:00,Riyadh,29/11/2023 3:00,0,954,312,1266
2020,MAZDA,Mazda 6,12/10/2023 3:00,Riyadh,29/11/2023 3:00,0,10217,2500,12717
2016,KIA,OPTIMA,28/11/2023 3:00,Riyadh,29/11/2023 3:00,0,2010,1800,3810
2023,TOYOTA,PICKUP 1C,28/11/2023 3:00,Riyadh,29/11/2023 3:00,367,2400,1582,4349
2020,TOYOTA,CAMRY,30/11/2023 3:00,Riyadh,30/11/2023 3:00,559,8901,1410,10870
2020,TOYOTA,CAMRY,11/11/2023 3:00,Riyadh,30/11/2023 3:00,0,4024,4492,8516
2023,GEELY,COOLRAY,29/11/2023 3:00,Riyadh,30/11/2023 3:00,0,1805,1217,3022
2022,MAZDA,CX 30,08/11/2023 3:00,Riyadh,30/11/2023 3:00,0,6944,5000,11944
2019,HYUNDAI,ELANTRA,16/11/2023 3:00,Riyadh,30/11/2023 3:00,268,0,576,844
2020,LEXUS,ES 350,14/11/2023 3:00,Riyadh,30/11/2023 3:00,0,3475,1000,4475
2018,HYUNDAI,Genesis G80,29/11/2023 3:00,Riyadh,30/11/2023 3:00,0,14960,1494,16454
2022,KIA,K5,14/11/2023 3:00,Riyadh,30/11/2023 3:00,0,9777,4300,14077
2022,KIA,OPTIMA,15/08/2023 3:00,Riyadh,30/11/2023 3:00,0,5419,2966,8385
2020,HYUNDAI,palisade,29/11/2023 3:00,Riyadh,30/11/2023 3:00,0,7290,900,8190
2023,ISUZU,PICKUP 1C,29/11/2023 3:00,Riyadh,30/11/2023 3:00,0,18772,3000,21772
2023,TOYOTA,RAIZE,29/11/2023 3:00,Riyadh,30/11/2023 3:00,326,9058,3127,12511
2020,HYUNDAI,SONATA,27/11/2023 3:00,Riyadh,30/11/2023 3:00,0,2101,2000,4101
2023,TOYOTA,YARIS,29/11/2023 3:00,Riyadh,30/11/2023 3:00,0,2205,600,2805
2020,HYUNDAI,ACCENT,03/12/2023 3:00,Riyadh,03/12/2023 3:00,0,3484,2500,5984
2023,TOYOTA,CAMRY,30/11/2023 3:00,Riyadh,03/12/2023 3:00,409,5904,3940,10253
2023,TOYOTA,CAMRY,30/11/2023 3:00,Riyadh,03/12/2023 3:00,389,2443,1699,4531
2020,TOYOTA,CAMRY,03/12/2023 3:00,Riyadh,03/12/2023 3:00,0,6723,1000,7723
2019,TOYOTA,CAMRY,29/11/2023 3:00,Riyadh,03/12/2023 3:00,545,564,1350,2459
2022,TOYOTA,CAMRY,30/11/2023 3:00,Riyadh,03/12/2023 3:00,0,8060,5684,13744
2023,HONDA,CITY,28/11/2023 3:00,Riyadh,03/12/2023 3:00,0,16250,6000,22250
2021,GEELY,COOLRAY,01/12/2023 3:00,Riyadh,03/12/2023 3:00,215,1167,726,2108
2023,HYUNDAI,ELANTRA,03/09/2023 3:00,Riyadh,03/12/2023 3:00,287,2882,1078,4247
2023,LEXUS,ES,01/12/2023 3:00,Riyadh,03/12/2023 3:00,0,3994,2000,5994
2022,JEEP,GRAND CHEROKEE,29/11/2023 3:00,Riyadh,03/12/2023 3:00,0,23133,4000,27133
2023,TOYOTA,HIACE - 15,29/11/2023 3:00,Riyadh,03/12/2023 3:00,238,4096,1357,5691
2022,HYUNDAI,SONATA,02/11/2023 3:00,Riyadh,03/12/2023 3:00,0,17112,3000,20112
2020,TOYOTA,AVALON,28/09/2023 3:00,Riyadh,04/12/2023 3:00,0,3468,1400,4868
2016,DODGE,CHARGER,26/10/2023 3:00,Riyadh,04/12/2023 3:00,0,0,2500,2500
2022,TOYOTA,COROLLA,03/12/2023 3:00,Riyadh,04/12/2023 3:00,0,0,2254,2254
2022,MAZDA,CX 30,02/12/2023 3:00,Riyadh,04/12/2023 3:00,0,5293,1500,6793
2020,MAZDA,CX 9,02/11/2023 3:00,Riyadh,04/12/2023 3:00,0,4991,7500,12491
2020,HYUNDAI,ELANTRA,07/11/2023 3:00,Riyadh,04/12/2023 3:00,0,1105,2350,3455
2017,HYUNDAI,ELANTRA,23/10/2023 3:00,Riyadh,04/12/2023 3:00,0,4462,1293,5755
2020,FORD,escort,03/12/2023 3:00,Riyadh,04/12/2023 3:00,0,4867,6000,10867
2017,TOYOTA,FORTUNER,03/12/2023 3:00,Riyadh,04/12/2023 3:00,0,1605,2000,3605
2021,TOYOTA,HILUX 2C,03/12/2023 3:00,Riyadh,04/12/2023 3:00,0,3672,3103,6775
2022,GREAT WALL,jolion,31/10/2023 3:00,Riyadh,04/12/2023 3:00,0,5421,2800,8221
2020,HYUNDAI,Kona,03/12/2023 3:00,Riyadh,04/12/2023 3:00,0,7102,1000,8102
2024,HYUNDAI,SANTA FE,02/12/2023 3:00,Riyadh,04/12/2023 3:00,0,9437,2500,11937
2022,HYUNDAI,SONATA,30/11/2023 3:00,Riyadh,04/12/2023 3:00,0,3731,2944,6675
2023,FORD,TAURUS,29/11/2023 3:00,Riyadh,04/12/2023 3:00,0,0,1301,1301
2022,FORD,TAURUS,04/12/2023 3:00,Riyadh,04/12/2023 3:00,0,0,1500,1500
2021,HYUNDAI,TUCSON,01/11/2023 3:00,Riyadh,04/12/2023 3:00,0,16019,1481,17500
2023,HYUNDAI,ELANTRA,16/11/2023 3:00,Riyadh,05/12/2023 3:00,0,1545,789,2334
2021,TOYOTA,HILUX 2C,04/12/2023 3:00,Riyadh,05/12/2023 3:00,0,17118,2400,19518
2020,CHEVROLET,SPARK,05/12/2023 3:00,Riyadh,05/12/2023 3:00,0,2715,2000,4715
2023,NISSAN,X-TRAIL,02/12/2023 3:00,Riyadh,05/12/2023 3:00,0,7342,1700,9042
2021,TOYOTA,,08/11/2023 3:00,Riyadh,05/12/2023 3:00,1870,14914,5521,22305
2019,HONDA,ACCORD,04/11/2023 3:00,Riyadh,06/12/2023 3:00,0,0,1465,1465
2021,TOYOTA,AVALON,05/12/2023 3:00,Riyadh,06/12/2023 3:00,0,9352,1738,11090
2023,TOYOTA,CAMRY,05/12/2023 3:00,Riyadh,06/12/2023 3:00,576,3097,2607,6280
2022,HYUNDAI,Creta,05/12/2023 3:00,Riyadh,06/12/2023 3:00,340,821,968,2129
2023,MAZDA,CX 9,20/11/2023 3:00,Riyadh,06/12/2023 3:00,0,1529,2000,3529
2023,HYUNDAI,ELANTRA,05/12/2023 3:00,Riyadh,06/12/2023 3:00,510,3561,1617,5688
2021,HYUNDAI,ELANTRA,05/12/2023 3:00,Riyadh,06/12/2023 3:00,670,4498,2046,7214
2017,TOYOTA,GXR,05/12/2023 3:00,Riyadh,06/12/2023 3:00,496,6802,930,8228
2023,ISUZU,NQR,05/12/2023 3:00,Riyadh,06/12/2023 3:00,0,9392,5500,14892
2022,ISUZU,PICKUP 1C,05/12/2023 3:00,Riyadh,06/12/2023 3:00,0,6215,2300,8515
2023,ISUZU,PICKUP 2C,05/12/2023 3:00,Riyadh,06/12/2023 3:00,0,1400,700,2100
2023,HYUNDAI,SANTA FE,12/11/2023 3:00,Riyadh,06/12/2023 3:00,557,2225,1177,3959
2021,HYUNDAI,SONATA,04/12/2023 3:00,Riyadh,06/12/2023 3:00,877,7087,2574,10538
2018,HYUNDAI,SONATA,05/12/2023 3:00,Riyadh,06/12/2023 3:00,0,7680,2574,10254
2023,FORD,TAURUS,06/12/2023 3:00,Riyadh,06/12/2023 3:00,0,5830,5000,10830
2021,CHEVROLET,TRAVERSE,04/12/2023 3:00,Riyadh,06/12/2023 3:00,0,14152,2300,16452
2022,LAND ROVER,Wagon,04/12/2023 3:00,Riyadh,06/12/2023 3:00,0,15936,11000,26936
2023,TOYOTA,YARIS,05/12/2023 3:00,Riyadh,06/12/2023 3:00,938,6674,4012,11624
2023,TOYOTA,,04/12/2023 3:00,Riyadh,06/12/2023 3:00,500,13837,3400,17737
2023,PEUGEOT,508,06/12/2023 3:00,Riyadh,07/12/2023 3:00,0,6692,4500,11192
2023,HYUNDAI,ACCENT,21/11/2023 3:00,Riyadh,07/12/2023 3:00,0,4229,3000,7229
2020,HYUNDAI,AZERA,05/12/2023 3:00,Riyadh,07/12/2023 3:00,0,12968,3500,16468
2022,TOYOTA,CAMRY,19/11/2023 3:00,Riyadh,07/12/2023 3:00,2192,20511,4259,26962
2020,HYUNDAI,ELANTRA,06/12/2023 3:00,Riyadh,07/12/2023 3:00,0,4937,2000,6937
2018,TOYOTA,FORTUNER,05/12/2023 3:00,Riyadh,07/12/2023 3:00,0,1326,1700,3026
2022,KIA,K5,06/12/2023 3:00,Riyadh,07/12/2023 3:00,0,2200,1800,4000
2020,HYUNDAI,SONATA,30/11/2023 3:00,Riyadh,07/12/2023 3:00,1015,6103,1705,8823
2017,HYUNDAI,SONATA,06/12/2023 3:00,Riyadh,07/12/2023 3:00,0,7269,2800,10069
2022,NISSAN,SUNNY,09/11/2023 3:00,Riyadh,07/12/2023 3:00,0,161,700,861
2022,HYUNDAI,ACCENT,05/12/2023 3:00,Riyadh,09/12/2023 3:00,0,812,200,1012
2022,TOYOTA,CAMRY,01/12/2023 3:00,Riyadh,09/12/2023 3:00,622,3409,1722,5753
2020,LEXUS,ES,06/12/2023 3:00,Riyadh,09/12/2023 3:00,0,2312,2400,4712
2021,TOYOTA,HIGHLANDER,05/12/2023 3:00,Riyadh,09/12/2023 3:00,326,5481,2370,8177
2023,MITSUBISHI,L 200,06/12/2023 3:00,Riyadh,09/12/2023 3:00,0,4369,1200,5569
2023,HYUNDAI,ACCENT,06/12/2023 3:00,Riyadh,10/12/2023 3:00,584,3433,3721,7738
2018,HYUNDAI,ACCENT,04/12/2023 3:00,Riyadh,10/12/2023 3:00,0,4655,2500,7155
2022,NISSAN,ALTIMA,09/12/2023 3:00,Riyadh,10/12/2023 3:00,0,1140,1200,2340
2023,TOYOTA,CAMRY,06/12/2023 3:00,Riyadh,10/12/2023 3:00,352,0,1463,1815
2022,TOYOTA,CAMRY,07/12/2023 3:00,Riyadh,10/12/2023 3:00,0,1167,2194,3361
2020,TOYOTA,CAMRY,06/11/2023 3:00,Riyadh,10/12/2023 3:00,0,2861,1000,3861
2020,BENTLEY,Continental Flying Spur,06/12/2023 3:00,Riyadh,10/12/2023 3:00,0,122276,65000,187276
2021,MAZDA,CX 30,06/12/2023 3:00,Riyadh,10/12/2023 3:00,0,5295,6000,11295
2019,MAZDA,CX 5,16/11/2023 3:00,Riyadh,10/12/2023 3:00,400,9704,903,11007
2023,MAZDA,CX 9,07/12/2023 3:00,Riyadh,10/12/2023 3:00,0,12939,5500,18439
2020,MITSUBISHI,Eclipse,10/12/2023 3:00,Riyadh,10/12/2023 3:00,0,3837,1800,5637
2020,HYUNDAI,ELANTRA,07/12/2023 3:00,Riyadh,10/12/2023 3:00,0,1436,160,1596
2016,HYUNDAI,ELANTRA,07/12/2023 3:00,Riyadh,10/12/2023 3:00,0,1950,1500,3450
2023,TOYOTA,HIACE,09/12/2023 3:00,Riyadh,10/12/2023 3:00,0,513,2000,2513
2017,HYUNDAI,SONATA,09/12/2023 3:00,Riyadh,10/12/2023 3:00,0,4825,786,5611
2022,FORD,TAURUS,07/12/2023 3:00,Riyadh,10/12/2023 3:00,0,796,1500,2296
2022,FORD,TAURUS,13/11/2023 3:00,Riyadh,10/12/2023 3:00,0,0,1500,1500
2022,SAIC Motor,V80 Van,06/12/2023 3:00,Riyadh,10/12/2023 3:00,0,2257,1700,3957
2023,TOYOTA,,07/12/2023 3:00,Riyadh,10/12/2023 3:00,0,3236,2800,6036
2023,TOYOTA,CAMRY,10/12/2023 3:00,Riyadh,11/12/2023 3:00,1323,14901,3272,19496
2023,MAZDA,CX 9,10/12/2023 3:00,Riyadh,11/12/2023 3:00,0,816,500,1316
2022,TOYOTA,HILUX 2C,02/12/2023 3:00,Riyadh,11/12/2023 3:00,369,4348,1817,6534
2023,ISUZU,PICKUP 2C,06/12/2023 3:00,Riyadh,11/12/2023 3:00,0,6487,1500,7987
2023,FORD,TAURUS,10/12/2023 3:00,Riyadh,11/12/2023 3:00,0,13273,3200,16473
2023,CHEVROLET,TRAVERSE,10/12/2023 3:00,Riyadh,11/12/2023 3:00,0,17278,5233,22511
2020,HYUNDAI,TUCSON,04/12/2023 3:00,Riyadh,11/12/2023 3:00,0,5392,862,6254
2022,BMW,730,11/12/2023 3:00,Riyadh,12/12/2023 3:00,0,0,7000,7000
2023,GMC,ACADIA,11/12/2023 3:00,Riyadh,12/12/2023 3:00,0,6492,5500,11992
2022,HONDA,ACCORD,11/12/2023 3:00,Riyadh,12/12/2023 3:00,0,8792,5600,14392
2023,TOYOTA,CAMRY,11/12/2023 3:00,Riyadh,12/12/2023 3:00,984,9922,3386,14292
2024,TOYOTA,COROLLA,11/12/2023 3:00,Riyadh,12/12/2023 3:00,50,0,1978,2028
2023,Changan,CS35,10/12/2023 3:00,Riyadh,12/12/2023 3:00,0,748,2500,3248
2023,MAZDA,CX 30,11/12/2023 3:00,Riyadh,12/12/2023 3:00,0,3358,5000,8358
2022,ISUZU,PICKUP 1C,11/12/2023 3:00,Riyadh,12/12/2023 3:00,0,1281,3800,5081
2018,HYUNDAI,SANTA FE,11/12/2023 3:00,Riyadh,12/12/2023 3:00,0,9587,1573,11160
2018,HYUNDAI,SONATA,11/11/2023 3:00,Riyadh,12/12/2023 3:00,0,5396,1241,6637
2021,KIA,SPORTAGE,09/12/2023 3:00,Riyadh,12/12/2023 3:00,0,7969,3000,10969
2023,TOYOTA,,11/12/2023 3:00,Riyadh,12/12/2023 3:00,351,0,1038,1389
2019,MAZDA,6,12/12/2023 3:00,Riyadh,13/12/2023 3:00,0,7868,2500,10368
2022,HONDA,ACCORD,12/12/2023 3:00,Riyadh,13/12/2023 3:00,0,2486,7500,9986
2018,MITSUBISHI,Attrage,26/11/2023 3:00,Riyadh,13/12/2023 3:00,0,3171,869,4040
2021,TOYOTA,CAMRY,24/11/2023 3:00,Riyadh,13/12/2023 3:00,0,4232,2600,6832
2019,TOYOTA,CAMRY,23/10/2023 3:00,Riyadh,13/12/2023 3:00,0,8663,2500,11163
2022,PORSCHE,Cayman,29/11/2023 3:00,Riyadh,13/12/2023 3:00,0,370,13000,13370
2020,KIA,CERATO,11/12/2023 3:00,Riyadh,13/12/2023 3:00,0,6515,2400,8915
2023,HYUNDAI,ELANTRA,12/12/2023 3:00,Riyadh,13/12/2023 3:00,614,2278,1617,4509
2023,CADILLAC,ESCALADE,05/12/2023 3:00,Riyadh,13/12/2023 3:00,0,0,1300,1300
2021,FORD,EXPIDITION,04/12/2023 3:00,Riyadh,13/12/2023 3:00,0,11195,1500,12695
2021,HYUNDAI,Kona,12/12/2023 3:00,Riyadh,13/12/2023 3:00,2500,927,2793,6220
2021,HYUNDAI,Kona,12/12/2023 3:00,Riyadh,13/12/2023 3:00,303,1267,957,2527
2021,HYUNDAI,Kona,12/12/2023 3:00,Riyadh,13/12/2023 3:00,0,18076,4902,22978
2022,CHEVROLET,MALIBU,12/12/2023 3:00,Riyadh,13/12/2023 3:00,0,4604,3500,8104
2021,FORD,TAURUS,12/12/2023 3:00,Riyadh,13/12/2023 3:00,0,5758,2500,8258
2024,FORD,Territory,10/12/2023 3:00,Riyadh,13/12/2023 3:00,0,4142,3000,7142
2023,TOYOTA,YARIS,04/12/2023 3:00,Riyadh,13/12/2023 3:00,0,5410,1117,6527
2017,TOYOTA,YARIS,10/12/2023 3:00,Riyadh,13/12/2023 3:00,0,1596,1500,3096
2022,TOYOTA,YARIS,05/12/2023 3:00,Riyadh,13/12/2023 3:00,0,0,15000,15000
2023,TOYOTA,YARIS,12/12/2023 3:00,Riyadh,13/12/2023 3:00,0,619,2015,2634
2020,TOYOTA,,11/12/2023 3:00,Riyadh,13/12/2023 3:00,0,3819,3133,6952
2021,HYUNDAI,ACCENT,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,3699,1200,4899
2017,HYUNDAI,ACCENT,11/12/2023 3:00,Riyadh,14/12/2023 3:00,0,973,1500,2473
2021,HYUNDAI,AZERA,10/12/2023 3:00,Riyadh,14/12/2023 3:00,688,7746,4904,13338
2023,HYUNDAI,AZERA,13/12/2023 3:00,Riyadh,14/12/2023 3:00,243,2157,671,3071
2020,TOYOTA,CAMRY,06/12/2023 3:00,Riyadh,14/12/2023 3:00,300,3165,1200,4665
2022,TOYOTA,CAMRY,06/12/2023 3:00,Riyadh,14/12/2023 3:00,0,7851,5500,13351
2022,MAZDA,CX 30,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,10464,6800,17264
2021,MAZDA,CX 9,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,4440,4000,8440
2023,SUZUKI,Dzire,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,1454,1000,2454
2017,HYUNDAI,ELANTRA,12/12/2023 3:00,Riyadh,14/12/2023 3:00,0,678,200,878
2022,MG,GS,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,6801,3100,9901
2023,PORSCHE,Panamera Basic,13/12/2023 3:00,Riyadh,14/12/2023 3:00,1800,18917,20000,40717
2020,HYUNDAI,SONATA,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,3158,1800,4958
2023,BUS,UNI-V,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,3637,2100,5737
2023,TOYOTA,YARIS,13/12/2023 3:00,Riyadh,14/12/2023 3:00,620,6707,1864,9191
2023,TOYOTA,YARIS,13/12/2023 3:00,Riyadh,14/12/2023 3:00,0,1237,1651,2888
2019,GMC,YUKON,11/12/2023 3:00,Riyadh,14/12/2023 3:00,0,0,23000,23000
2023,HYUNDAI,ACCENT,13/12/2023 3:00,Riyadh,15/12/2023 3:00,658,2564,1991,5213
2022,NISSAN,ALTIMA,13/12/2023 3:00,Riyadh,15/12/2023 3:00,0,3560,4000,7560
2023,SUZUKI,Dzire,13/12/2023 3:00,Riyadh,15/12/2023 3:00,0,3314,2700,6014
2023,TOYOTA,YARIS,13/12/2023 3:00,Riyadh,15/12/2023 3:00,120,960,1498,2578
2023,TOYOTA,YARIS,13/12/2023 3:00,Riyadh,15/12/2023 3:00,464,1916,3540,5920
2023,HYUNDAI,ACCENT,14/12/2023 3:00,Riyadh,17/12/2023 3:00,300,3602,3436,7338
2020,NISSAN,ALTIMA,14/12/2023 3:00,Riyadh,17/12/2023 3:00,0,0,1200,1200
2023,HYUNDAI,AZERA,14/12/2023 3:00,Riyadh,17/12/2023 3:00,0,0,1210,1210
2024,TOYOTA,CAMRY,14/12/2023 3:00,Riyadh,17/12/2023 3:00,0,5451,1032,6483
2023,HYUNDAI,Creta,06/12/2023 3:00,Riyadh,17/12/2023 3:00,1062,5914,1674,8650
2023,MAZDA,CX 30,14/12/2023 3:00,Riyadh,17/12/2023 3:00,0,2229,2200,4429
2023,SUZUKI,Dzire,14/11/2023 3:00,Riyadh,17/12/2023 3:00,0,2024,4500,6524
2023,HYUNDAI,palisade,16/12/2023 3:00,Riyadh,17/12/2023 3:00,116,3151,1191,4458
2022,MG,RX8,10/12/2023 3:00,Riyadh,17/12/2023 3:00,0,5282,2500,7782
2023,FORD,Territory,14/12/2023 3:00,Riyadh,17/12/2023 3:00,0,5038,8000,13038
2022,HYUNDAI,TUCSON,14/12/2023 3:00,Riyadh,17/12/2023 3:00,0,2052,3168,5220
2023,HYUNDAI,TUCSON,16/12/2023 3:00,Riyadh,17/12/2023 3:00,0,0,2200,2200
2024,BUS,UNI-V,15/12/2023 3:00,Riyadh,17/12/2023 3:00,0,681,3000,3681
2021,GMC,YUKON,14/12/2023 3:00,Riyadh,17/12/2023 3:00,1022,22634,1320,24976
2019,MAZDA,3,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,0,800,800
2022,BMW,520,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,15355,7335,22690
2018,KIA,CADENZA,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,2262,2160,4422
2020,TOYOTA,CAMRY,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,7722,2000,9722
2018,TOYOTA,CAMRY,27/10/2022 3:00,Riyadh,18/12/2023 3:00,0,1193,1000,2193
2020,TOYOTA,CAMRY,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,10459,2200,12659
2020,TOYOTA,CAMRY,17/12/2023 3:00,Riyadh,18/12/2023 3:00,0,3838,2500,6338
2022,CHEVROLET,CAPTIVA,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,1618,1600,3218
2019,DODGE,CHARGER,14/12/2023 3:00,Riyadh,18/12/2023 3:00,0,7343,1200,8543
2020,GEELY,COOLRAY,18/12/2023 3:00,Riyadh,18/12/2023 3:00,0,8959,2000,10959
2020,MAZDA,CX 30,18/12/2023 3:00,Riyadh,18/12/2023 3:00,0,7211,2250,9461
