,Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total,TimeDifference,Other_Amt_Class,WorkShop_Amt_Class,Time_Diff_Class,PartProvider_Amt_Class,Total_Class
8243,2022,TOYOTA,CAMRY,2023-12-31,Qassim,2024-01-01,0,12881.0,6360.0,19241.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8244,2022,HYUNDAI,TUCSON,2024-01-02,Qassim,2024-01-03,0,494.0,3000.0,3494.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8245,2021,CHEVROLET,SPARK,2024-01-03,Qassim,2024-01-04,845,2716.0,1884.0,5445.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8246,2022,NISSAN,Patrol Wagon,2024-01-04,Qassim,2024-01-07,0,406.0,3000.0,3406.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8247,2020,HYUNDAI,SONATA,2023-11-05,Qassim,2024-01-07,0,2165.0,1696.0,3861.0,63,Class 1,Class 2,Class 3,Class 2,Class 2
8248,2023,NISSAN,SUNNY,2023-12-22,Qassim,2024-01-07,0,12324.0,3000.0,15324.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
8249,2023,MAZDA,CX 5,2024-01-08,Qassim,2024-01-10,0,8009.0,3000.0,11009.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8250,2017,HYUNDAI,ACCENT,2024-01-10,Qassim,2024-01-11,0,6761.0,1200.0,7961.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8251,2023,TOYOTA,CAMRY,2024-01-10,Qassim,2024-01-11,0,272.0,1500.0,1772.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8252,2022,MAZDA,CX 9,2024-01-14,Qassim,2024-01-14,500,4454.0,3500.0,8454.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8253,2021,LEXUS,ES,2023-12-25,Qassim,2024-01-14,0,8357.0,2300.0,10657.0,20,Class 1,Class 2,Class 3,Class 2,Class 2
8254,2023,LEXUS,ES 250,2024-01-11,Qassim,2024-01-14,0,38338.0,8000.0,46338.0,3,Class 1,Class 2,Class 2,Class 3,Class 2
8255,2021,CHEVROLET,MALIBU,2024-01-13,Qassim,2024-01-14,0,1238.0,800.0,2038.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8256,2023,NISSAN,SUNNY,2024-01-11,Qassim,2024-01-14,0,369.0,1000.0,1369.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8257,2022,GEELY,COOLRAY,2024-01-14,Qassim,2024-01-15,431,14106.0,4646.0,19183.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8258,2020,TOYOTA,CAMRY,2024-01-15,Qassim,2024-01-16,0,3719.0,5000.0,8719.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8259,2023,HYUNDAI,ELANTRA,2024-01-15,Qassim,2024-01-16,482,3839.0,1452.0,5773.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8260,2019,MAZDA,6,2024-01-17,Qassim,2024-01-17,0,12732.0,2000.0,14732.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8261,2024,GEELY,COOLRAY,2024-01-04,Qassim,2024-01-17,706,2793.0,2123.0,5622.0,13,Class 2,Class 2,Class 2,Class 2,Class 2
8262,2023,HYUNDAI,Creta,2024-01-16,Qassim,2024-01-17,0,1106.0,1200.0,2306.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8263,2022,ISUZU,PICKUP 1C,2024-01-04,Qassim,2024-01-17,0,2594.0,2700.0,5294.0,13,Class 1,Class 2,Class 2,Class 2,Class 2
8264,2020,KIA,SELTOS,2024-01-17,Qassim,2024-01-17,0,8383.0,1200.0,9583.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8265,2023,NISSAN,ALTIMA,2023-12-19,Qassim,2024-01-18,0,4170.0,1169.0,5339.0,30,Class 1,Class 2,Class 3,Class 2,Class 2
8266,2021,TOYOTA,HIGHLANDER,2023-11-20,Qassim,2024-01-22,0,10838.0,6000.0,16838.0,63,Class 1,Class 2,Class 3,Class 2,Class 2
8267,2023,TOYOTA,YARIS,2024-01-22,Qassim,2024-01-22,0,5959.0,3450.0,9409.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8268,2022,TOYOTA,COROLLA,2024-01-23,Qassim,2024-01-23,0,0.0,1200.0,1200.0,0,Class 1,Class 2,Class 1,Class 1,Class 2
8269,2023,ISUZU,D-MAX,2024-01-22,Qassim,2024-01-23,0,9000.0,2500.0,11500.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8270,2021,RENAULT,Dokker,2023-07-10,Qassim,2024-01-23,0,4885.0,2000.0,6885.0,197,Class 1,Class 2,Class 3,Class 2,Class 2
8271,2021,HYUNDAI,SONATA,2024-01-23,Qassim,2024-01-23,604,625.0,1760.0,2989.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8272,2023,HONDA,ACCORD,2024-01-23,Qassim,2024-01-24,442,8395.0,1014.0,9851.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8273,2022,TOYOTA,FORTUNER,2024-01-24,Qassim,2024-01-24,0,4804.0,4500.0,9304.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8274,2020,HYUNDAI,H1,2024-01-23,Qassim,2024-01-24,0,1979.0,2250.0,4229.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8275,2024,HYUNDAI,AZERA,2024-01-25,Qassim,2024-01-25,938,32560.0,3608.0,37106.0,0,Class 2,Class 2,Class 1,Class 3,Class 2
8276,2023,HYUNDAI,ELANTRA,2024-01-24,Qassim,2024-01-25,814,5618.0,2013.0,8445.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8277,2023,FORD,RANGER 1C,2024-01-24,Qassim,2024-01-25,0,4232.0,1984.0,6216.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8278,2022,CHERY,Tiggo 7,2024-01-24,Qassim,2024-01-26,0,856.0,1500.0,2356.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8279,2020,TOYOTA,FORTUNER,2024-01-27,Qassim,2024-01-27,0,10592.0,2000.0,12592.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8280,2023,CHERY,Arrizo - 5,2024-01-28,Qassim,2024-01-28,0,0.0,1200.0,1200.0,0,Class 1,Class 2,Class 1,Class 1,Class 2
8281,2023,TOYOTA,CROWN,2024-01-27,Qassim,2024-01-28,0,15000.0,3500.0,18500.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8282,2016,TOYOTA,SEQUOIA,2023-09-06,Qassim,2024-01-28,0,7772.0,1800.0,9572.0,144,Class 1,Class 2,Class 3,Class 2,Class 2
8283,2023,NISSAN,SUNNY,2023-11-21,Qassim,2024-01-29,0,737.0,1300.0,2037.0,69,Class 1,Class 2,Class 3,Class 2,Class 2
8284,2023,TOYOTA,Liteace,2024-01-29,Qassim,2024-01-30,0,3714.0,4000.0,7714.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8285,2020,HYUNDAI,ACCENT,2024-01-31,Qassim,2024-01-31,0,0.0,800.0,800.0,0,Class 1,Class 2,Class 1,Class 1,Class 2
8286,2024,TOYOTA,CAMRY,2024-01-29,Qassim,2024-01-31,0,1500.0,2000.0,3500.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8287,2021,HYUNDAI,ACCENT,2024-02-03,Qassim,2024-02-04,1157,6171.0,3806.0,11134.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8288,2022,HONDA,ACCORD,2024-01-18,Qassim,2024-02-04,0,2360.0,3200.0,5560.0,17,Class 1,Class 2,Class 3,Class 2,Class 2
8289,2023,TOYOTA,COROLLA,2024-02-01,Qassim,2024-02-04,0,1759.0,2300.0,4059.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8290,2023,TOYOTA,PICKUP 1C,2024-02-01,Qassim,2024-02-04,0,433.0,800.0,1233.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8291,2015,FORD,TAURUS,2024-02-04,Qassim,2024-02-04,0,5414.0,1000.0,6414.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8292,2017,HYUNDAI,ACCENT,2024-01-22,Qassim,2024-02-05,0,0.0,1530.0,1530.0,14,Class 1,Class 2,Class 2,Class 1,Class 2
8293,2018,HYUNDAI,ELANTRA,2024-02-04,Qassim,2024-02-05,0,3592.0,2000.0,5592.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8294,2022,HYUNDAI,ACCENT,2024-02-06,Qassim,2024-02-06,445,171.0,1584.0,2200.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8295,2021,MITSUBISHI,Attrage,2024-02-05,Qassim,2024-02-06,0,2130.0,1500.0,3630.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8296,2022,TOYOTA,CAMRY,2024-02-05,Qassim,2024-02-06,0,912.0,1000.0,1912.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8297,2023,GEELY,TUGELLA,2024-02-05,Qassim,2024-02-06,403,5655.0,1496.0,7554.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8298,2020,HYUNDAI,ACCENT,2024-02-07,Qassim,2024-02-07,0,2388.0,2500.0,4888.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8299,2023,NISSAN,PATROL,2024-02-07,Qassim,2024-02-07,0,3055.0,2200.0,5255.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8300,2021,TOYOTA,COROLLA,2024-02-09,Qassim,2024-02-11,647,3769.0,3000.0,7416.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8301,2023,HYUNDAI,ELANTRA,2024-02-08,Qassim,2024-02-11,393,1694.0,990.0,3077.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
8302,2019,HYUNDAI,SANTA FE,2024-02-11,Qassim,2024-02-11,0,4250.0,2500.0,6750.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8303,2022,HYUNDAI,ACCENT,2024-02-11,Qassim,2024-02-12,1082,15095.0,5095.0,21272.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8304,2023,HYUNDAI,ELANTRA,2024-02-11,Qassim,2024-02-12,347,11439.0,3379.0,15165.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8305,2024,HYUNDAI,AZERA,2024-02-12,Qassim,2024-02-13,282,4691.0,1441.0,6414.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8306,2022,HYUNDAI,ELANTRA,2024-02-11,Qassim,2024-02-13,0,5260.0,1900.0,7160.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8307,2023,TOYOTA,RUSH,2024-02-13,Qassim,2024-02-14,0,5739.0,5500.0,11239.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8308,2022,HYUNDAI,TUCSON,2024-02-07,Qassim,2024-02-15,493,4633.0,2653.0,7779.0,8,Class 2,Class 2,Class 2,Class 2,Class 2
8309,2023,GEELY,TUGELLA,2024-02-12,Qassim,2024-02-15,330,4036.0,1232.0,5598.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
8310,2021,NISSAN,URVAN,2024-02-14,Qassim,2024-02-15,0,848.0,1500.0,2348.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8311,2022,RENAULT,Dokker,2024-02-18,Qassim,2024-02-19,0,9094.0,3400.0,12494.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8312,2023,TOYOTA,PICKUP 2C,2024-02-18,Qassim,2024-02-19,0,9234.0,5500.0,14734.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8313,2024,TOYOTA,CAMRY,2024-01-29,Qassim,2024-02-20,0,2143.0,1350.0,3493.0,22,Class 1,Class 2,Class 3,Class 2,Class 2
8314,2024,HYUNDAI,ELANTRA,2024-02-21,Qassim,2024-02-22,412,7519.0,3289.0,11220.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8315,2022,NISSAN,SUNNY,2024-02-21,Qassim,2024-02-22,0,8994.0,3500.0,12494.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8316,2019,HYUNDAI,ELANTRA,2024-02-06,Qassim,2024-02-25,0,7639.0,2500.0,10139.0,19,Class 1,Class 2,Class 3,Class 2,Class 2
8317,2023,MITSUBISHI,L 200,2024-02-11,Qassim,2024-02-25,0,5386.0,2086.0,7472.0,14,Class 1,Class 2,Class 2,Class 2,Class 2
8318,2022,TOYOTA,PICKUP 2C,2024-02-21,Qassim,2024-02-25,0,1619.0,4000.0,5619.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
8319,2008,ISUZU,DYANA,2024-02-17,Qassim,2024-02-26,0,700.0,1000.0,1700.0,9,Class 1,Class 2,Class 2,Class 2,Class 2
8320,2022,TOYOTA,FORTUNER,2024-02-17,Qassim,2024-02-26,0,2107.0,2500.0,4607.0,9,Class 1,Class 2,Class 2,Class 2,Class 2
8321,2020,CHEVROLET,MALIBU,2024-02-25,Qassim,2024-02-26,0,10878.0,1500.0,12378.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8322,2017,TOYOTA,GXR,2024-02-26,Qassim,2024-02-27,0,30669.0,4000.0,34669.0,1,Class 1,Class 2,Class 2,Class 3,Class 2
8323,2022,KIA,SPORTAGE,2024-02-27,Qassim,2024-02-27,0,3821.0,2000.0,5821.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8324,2023,TOYOTA,YARIS,2023-09-26,Qassim,2024-02-27,0,2700.0,4000.0,6700.0,154,Class 1,Class 2,Class 3,Class 2,Class 2
8325,2023,LEXUS,NX,2024-02-15,Qassim,2024-02-28,0,8439.0,7500.0,15939.0,13,Class 1,Class 2,Class 2,Class 2,Class 2
8326,2023,MAZDA,6 High Plus,2024-02-28,Qassim,2024-02-29,0,4876.0,1500.0,6376.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8327,2024,HYUNDAI,AZERA,2024-02-28,Qassim,2024-02-29,348,15614.0,2169.0,18131.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8328,2022,ISUZU,PICKUP 1C,2024-02-27,Qassim,2024-02-29,0,907.0,1500.0,2407.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8329,2022,HYUNDAI,ELANTRA,2024-02-29,Qassim,2024-03-03,395,3316.0,1749.0,5460.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
8330,2023,HYUNDAI,TUCSON,2024-02-06,Qassim,2024-03-03,798,11459.0,5942.0,18199.0,26,Class 2,Class 2,Class 3,Class 2,Class 2
8331,2021,TOYOTA,GXR,2024-03-04,Qassim,2024-03-04,1000,8061.0,3000.0,12061.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8332,2022,HYUNDAI,SONATA,2024-03-04,Qassim,2024-03-04,478,3861.0,1817.0,6156.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8333,2023,TOYOTA,YARIS,2024-03-04,Qassim,2024-03-04,0,1338.0,1300.0,2638.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8334,2019,HYUNDAI,ACCENT,2024-03-05,Qassim,2024-03-05,0,1850.0,1000.0,2850.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8335,2021,RENAULT,Dokker,2024-03-05,Qassim,2024-03-05,0,2619.0,2000.0,4619.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8336,2020,HYUNDAI,ELANTRA,2024-02-27,Qassim,2024-03-05,456,6240.0,2189.0,8885.0,7,Class 2,Class 2,Class 2,Class 2,Class 2
8337,2023,TOYOTA,FORTUNER,2024-02-07,Qassim,2024-03-05,0,8136.0,3500.0,11636.0,27,Class 1,Class 2,Class 3,Class 2,Class 2
8338,2018,HYUNDAI,SAVANA,2024-03-05,Qassim,2024-03-05,0,2270.0,1200.0,3470.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8339,2018,HYUNDAI,SONATA,2024-03-04,Qassim,2024-03-05,0,942.0,3000.0,3942.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8340,2023,NISSAN,SUNNY,2024-03-04,Qassim,2024-03-05,0,7786.0,4000.0,11786.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8341,2021,TOYOTA,YARIS,2024-03-04,Qassim,2024-03-05,0,2703.0,5000.0,7703.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8342,2022,BUS,hunter,2024-03-05,Qassim,2024-03-06,0,2619.0,1500.0,4119.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8343,2021,NISSAN,XTERRA,2024-03-05,Qassim,2024-03-06,0,0.0,1200.0,1200.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
8344,2023,ISUZU,PICKUP 2C,2024-02-27,Qassim,2024-03-10,0,1210.0,500.0,1710.0,12,Class 1,Class 2,Class 2,Class 2,Class 2
8345,2018,CHEVROLET,TAHOE,2024-03-07,Qassim,2024-03-10,0,2122.0,500.0,2622.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8346,2021,FORD,TAURUS,2024-03-05,Qassim,2024-03-10,0,3259.0,2500.0,5759.0,5,Class 1,Class 2,Class 2,Class 2,Class 2
8347,2024,MAZDA,6 High Plus,2024-03-11,Qassim,2024-03-12,1000,1418.0,300.0,2718.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8348,2017,TOYOTA,HILUX 2C,2024-03-14,Qassim,2024-03-14,0,3548.0,1800.0,5348.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8349,2021,RENAULT,Dokker,2024-03-14,Qassim,2024-03-16,0,4551.0,2300.0,6851.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8350,2023,GAC,GS4,2024-03-16,Qassim,2024-03-16,800,4535.0,5700.0,11035.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8351,2023,TOYOTA,COROLLA,2024-03-17,Qassim,2024-03-17,0,2060.0,1300.0,3360.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8352,2023,HYUNDAI,TUCSON,2024-03-16,Qassim,2024-03-17,641,3974.0,2266.0,6881.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8353,2018,HYUNDAI,ACCENT,2024-03-17,Qassim,2024-03-18,0,1200.0,1600.0,2800.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8354,2021,TOYOTA,COROLLA,2024-02-29,Qassim,2024-03-19,0,3207.0,2000.0,5207.0,19,Class 1,Class 2,Class 3,Class 2,Class 2
8355,2023,TOYOTA,COROLLA,2024-03-18,Qassim,2024-03-19,0,1381.0,2600.0,3981.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8356,2023,HYUNDAI,TUCSON,2024-02-01,Qassim,2024-03-19,385,1360.0,880.0,2625.0,47,Class 2,Class 2,Class 3,Class 2,Class 2
8357,2020,TOYOTA,CAMRY,2024-03-20,Qassim,2024-03-20,0,2826.0,1652.0,4478.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8358,2020,HYUNDAI,ELANTRA,2024-03-21,Qassim,2024-03-21,0,3633.0,1200.0,4833.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8359,2023,MAZDA,6 High Plus,2024-03-22,Qassim,2024-03-23,906,1295.0,2717.0,4918.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8360,2023,HYUNDAI,SONATA,2024-03-21,Qassim,2024-03-23,0,3625.0,1900.0,5525.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8361,2020,HYUNDAI,AZERA,2024-03-25,Qassim,2024-03-25,0,7587.0,4300.0,11887.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8362,2022,TOYOTA,CAMRY,2022-08-28,Qassim,2024-03-25,680,7976.0,1837.0,10493.0,575,Class 2,Class 2,Class 3,Class 2,Class 2
8363,2020,MITSUBISHI,Outlander,2024-03-26,Qassim,2024-03-26,812,15128.0,5005.0,20945.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8364,2020,TOYOTA,CAMRY,2024-03-26,Qassim,2024-03-27,0,7233.0,3500.0,10733.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8365,2022,TOYOTA,HILUX 2C,2024-03-26,Qassim,2024-03-27,0,18454.0,9000.0,27454.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8366,2023,MG,MG5,2024-03-26,Qassim,2024-03-27,0,817.0,188.0,1005.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8367,2020,HONDA,ACCORD,2024-03-09,Qassim,2024-03-28,500,1304.0,1030.0,2834.0,19,Class 2,Class 2,Class 3,Class 2,Class 2
8368,2022,NISSAN,ALTIMA,2024-03-27,Qassim,2024-03-28,0,857.0,1800.0,2657.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8369,2021,TOYOTA,HIACE,2024-03-27,Qassim,2024-03-28,350,10803.0,2893.0,14046.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8370,2023,NISSAN,SUNNY,2024-03-27,Qassim,2024-03-28,0,1768.0,3000.0,4768.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8371,2023,ISUZU,PICKUP 1C,2024-03-28,Qassim,2024-03-30,614,9580.0,1628.0,11822.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8372,2023,KIA,SPORTAGE,2024-03-28,Qassim,2024-03-30,293,885.0,1611.0,2789.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8373,2023,KIA,SPORTAGE,2024-03-28,Qassim,2024-03-30,0,3198.0,539.0,3737.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
8374,2023,MAZDA,6 High Plus,2024-03-31,Qassim,2024-03-31,888,13639.0,1617.0,16144.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8375,2021,GAC,GS5,2024-01-24,Qassim,2024-03-31,0,3507.0,10595.0,14102.0,67,Class 1,Class 2,Class 3,Class 2,Class 2
8376,2023,MAZDA,6 High Plus,2024-04-01,Qassim,2024-04-01,0,6106.0,2500.0,8606.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8377,2017,HYUNDAI,ACCENT,2024-04-01,Qassim,2024-04-01,0,723.0,800.0,1523.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8378,2023,ISUZU,D-MAX,2024-04-01,Qassim,2024-04-01,0,368.0,150.0,518.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8379,2020,MITSUBISHI,Outlander,2024-03-26,Qassim,2024-04-01,0,14076.0,2185.0,16261.0,6,Class 1,Class 2,Class 2,Class 2,Class 2
8380,2017,TOYOTA,CAMRY,2024-04-02,Qassim,2024-04-02,0,5028.0,2000.0,7028.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8381,2023,MAZDA,6 High Plus,2024-04-03,Qassim,2024-04-03,0,78.0,1200.0,1278.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8382,2023,ISUZU,PICKUP 1C,2024-04-03,Qassim,2024-04-03,0,7453.0,3000.0,10453.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8383,2023,MAZDA,6 High Plus,2024-04-04,Qassim,2024-04-04,468,3098.0,1639.0,5205.0,0,Class 2,Class 2,Class 1,Class 2,Class 2
8384,2020,HYUNDAI,Kona,2024-04-03,Qassim,2024-04-04,0,979.0,1000.0,1979.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8385,2023,JAC,M4,2024-04-03,Qassim,2024-04-04,0,902.0,1500.0,2402.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8386,2023,TOYOTA,YARIS,2024-04-05,Qassim,2024-04-06,0,5209.0,4300.0,9509.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8387,2024,HYUNDAI,TUCSON,2024-04-07,Qassim,2024-04-09,639,5922.0,2937.0,9498.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
8388,2024,NISSAN,ALTIMA,2024-04-14,Qassim,2024-04-14,0,6373.0,2700.0,9073.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8389,2020,TOYOTA,HILUX 2C,2024-04-14,Qassim,2024-04-14,0,2256.0,1600.0,3856.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8390,2020,TOYOTA,FORTUNER,2024-04-16,Qassim,2024-04-16,0,4019.0,2000.0,6019.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8391,2022,CHEVROLET,TAHOE,2024-04-16,Qassim,2024-04-17,0,3574.0,700.0,4274.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8392,2021,HYUNDAI,AZERA,2024-04-20,Qassim,2024-04-20,0,1042.0,2000.0,3042.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8393,2023,TOYOTA,CAMRY,2024-04-20,Qassim,2024-04-21,0,5433.0,2200.0,7633.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8394,2023,ISUZU,D-MAX,2024-04-18,Qassim,2024-04-21,0,4820.0,2200.0,7020.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
8395,2023,TOYOTA,PRADO,2024-04-20,Qassim,2024-04-21,0,3708.0,4300.0,8008.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8396,2020,HYUNDAI,SONATA,2024-04-21,Qassim,2024-04-21,0,5951.0,2400.0,8351.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
8397,2022,NISSAN,URVAN-VAN,2023-11-19,Qassim,2024-04-21,0,1152.0,3000.0,4152.0,154,Class 1,Class 2,Class 3,Class 2,Class 2
8398,2020,HYUNDAI,ACCENT,2024-03-30,Qassim,2024-04-22,0,1900.0,2000.0,3900.0,23,Class 1,Class 2,Class 3,Class 2,Class 2
8399,2020,MITSUBISHI,ECLIPSE CROSS,2024-04-02,Qassim,2024-04-22,0,2178.0,2000.0,4178.0,20,Class 1,Class 2,Class 3,Class 2,Class 2
8400,2022,ISUZU,PICKUP 1C,2023-12-26,Qassim,2024-04-22,0,0.0,5000.0,5000.0,118,Class 1,Class 2,Class 3,Class 1,Class 2
8401,2023,HYUNDAI,TUCSON,2024-04-17,Qassim,2024-04-22,0,288.0,1047.0,1335.0,5,Class 1,Class 2,Class 2,Class 2,Class 2
8402,2023,TOYOTA,YARIS,2024-04-22,Qassim,2024-04-23,0,1674.0,3500.0,5174.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8403,2023,GAC,GA8,2024-03-28,Qassim,2024-04-24,400,1736.0,3059.0,5195.0,27,Class 2,Class 2,Class 3,Class 2,Class 2
8404,2022,GEELY,OKAVANGO,2024-04-23,Qassim,2024-04-24,0,3806.0,2200.0,6006.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8405,2021,CHEVROLET,SPARK,2024-04-24,Qassim,2024-04-25,0,2378.0,2000.0,4378.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8406,2024,HYUNDAI,Creta,2024-04-27,Qassim,2024-04-28,647,4195.0,1606.0,6448.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8407,2023,MAZDA,CX 30,2024-04-02,Qassim,2024-04-28,0,4567.0,4000.0,8567.0,26,Class 1,Class 2,Class 3,Class 2,Class 2
8408,2023,TOYOTA,CAMRY,2024-04-28,Qassim,2024-04-29,0,2861.0,3108.0,5969.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8409,2023,HYUNDAI,ACCENT,2024-04-29,Qassim,2024-04-30,0,396.0,700.0,1096.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
8410,2022,TOYOTA,AVALON,2024-04-29,Qassim,2024-04-30,420,2325.0,3468.0,6213.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
8411,2024,TOYOTA,YARIS,2024-04-29,Qassim,2024-04-30,0,13177.0,11200.0,24377.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
